date,store_id,product_category,sales,promotion,holiday
2023-01-29,store_3,Grocery,4429,0,0
2023-01-29,store_3,Home,5771,0,0
2023-01-29,store_3,Beauty,4091,0,0
2023-01-29,store_4,Electronics,6950,0,0
2023-01-29,store_4,Clothing,5880,0,0
2023-01-29,store_4,Grocery,4259,0,0
2023-01-29,store_4,Home,5602,0,0
2023-01-29,store_4,Beauty,4591,0,0
2023-01-29,store_5,Electronics,9271,0,0
2023-01-29,store_5,Clothing,4740,0,0
2023-01-29,store_5,Grocery,5122,0,0
2023-01-29,store_5,Home,6884,0,0
2023-01-29,store_5,Beauty,5132,0,0
2023-01-29,store_6,Electronics,7207,0,0
2023-01-29,store_6,Clothing,4780,0,0
2023-01-29,store_6,Grocery,3875,0,0
2023-01-29,store_6,Home,6695,0,0
2023-01-29,store_6,Beauty,4942,0,0
2023-01-29,store_7,Electronics,6981,0,0
2023-01-29,store_7,Clothing,5148,0,0
2023-01-29,store_7,Grocery,4697,0,0
2023-01-29,store_7,Home,4733,0,0
2023-01-29,store_7,Beauty,4316,0,0
2023-01-29,store_8,Electronics,7968,0,0
2023-01-29,store_8,Clothing,5701,0,0
2023-01-29,store_8,Grocery,3749,0,0
2023-01-29,store_8,Home,6104,0,0
2023-01-29,store_8,Beauty,4373,0,0
2023-01-29,store_9,Electronics,6206,0,0
2023-01-29,store_9,Clothing,5192,0,0
2023-01-29,store_9,Grocery,3570,0,0
2023-01-29,store_9,Home,7057,0,0
2023-01-29,store_9,Beauty,4658,0,0
2023-01-29,store_10,Electronics,6812,0,0
2023-01-29,store_10,Clothing,5521,0,0
2023-01-29,store_10,Grocery,4747,1,0
2023-01-29,store_10,Home,4839,0,0
2023-01-29,store_10,Beauty,5143,1,0
2023-01-30,store_1,Electronics,9539,0,0
2023-01-30,store_1,Clothing,6395,0,0
2023-01-30,store_1,Grocery,4636,0,0
2023-01-30,store_1,Home,6541,0,0
2023-01-30,store_1,Beauty,7620,1,0
2023-01-30,store_2,Electronics,8696,0,0
2023-01-30,store_2,Clothing,7128,0,0
2023-01-30,store_2,Grocery,5138,0,0
2023-01-30,store_2,Home,8763,0,0
2023-01-30,store_2,Beauty,8682,1,0
2023-01-30,store_3,Electronics,11224,0,0
2023-01-30,store_3,Clothing,5724,0,0
2023-01-30,store_3,Grocery,3824,0,0
2023-01-30,store_3,Home,5945,0,0
2023-01-30,store_3,Beauty,4870,0,0
2023-01-30,store_4,Electronics,9809,0,0
2023-01-30,store_4,Clothing,6365,0,0
2023-01-30,store_4,Grocery,4610,0,0
2023-01-30,store_4,Home,6946,0,0
2023-01-30,store_4,Beauty,5871,1,0
2023-01-30,store_5,Electronics,11519,0,0
2023-01-30,store_5,Clothing,6088,0,0
2023-01-30,store_5,Grocery,4780,0,0
2023-01-30,store_5,Home,6112,0,0
2023-01-30,store_5,Beauty,6355,0,0
2023-01-30,store_6,Electronics,9071,0,0
2023-01-30,store_6,Clothing,5412,0,0
2023-01-30,store_6,Grocery,5670,0,0
2023-01-30,store_6,Home,7658,0,0
2023-01-30,store_6,Beauty,6673,0,0
2023-01-30,store_7,Electronics,11248,1,0
2023-01-30,store_7,Clothing,4340,0,0
2023-01-30,store_7,Grocery,5895,0,0
2023-01-30,store_7,Home,6695,0,0
2023-01-30,store_7,Beauty,6602,0,0
2023-01-30,store_8,Electronics,11905,0,0
2023-01-30,store_8,Clothing,6348,0,0
2023-01-30,store_8,Grocery,4667,0,0
2023-01-30,store_8,Home,10149,0,0
2023-01-30,store_8,Beauty,5059,0,0
2023-01-30,store_9,Electronics,8124,0,0
2023-01-30,store_9,Clothing,6463,0,0
2023-01-30,store_9,Grocery,4637,0,0
2023-01-30,store_9,Home,6647,0,0
2023-01-30,store_9,Beauty,6730,0,0
2023-01-30,store_10,Electronics,8174,0,0
2023-01-30,store_10,Clothing,8202,0,0
2023-01-30,store_10,Grocery,3735,0,0
2023-01-30,store_10,Home,8059,1,0
2023-01-30,store_10,Beauty,7667,1,0
2023-01-31,store_1,Electronics,10372,0,0
2023-01-31,store_1,Clothing,6695,0,0
2023-01-31,store_1,Grocery,7784,0,0
2023-01-31,store_1,Home,12999,0,0
2023-01-31,store_1,Beauty,6544,0,0
2023-01-31,store_2,Electronics,11370,0,0
2023-01-31,store_2,Clothing,10417,0,0
2023-01-31,store_2,Grocery,5412,0,0
2023-01-31,store_2,Home,9820,0,0
2023-01-31,store_2,Beauty,7153,0,0
2023-01-31,store_3,Electronics,11172,0,0
2023-01-31,store_3,Clothing,9224,0,0
2023-01-31,store_3,Grocery,6551,0,0
2023-01-31,store_3,Home,8913,0,0
2023-01-31,store_3,Beauty,9232,0,0
2023-01-31,store_4,Electronics,14523,0,0
2023-01-31,store_4,Clothing,11708,1,0
2023-01-31,store_4,Grocery,5721,0,0
2023-01-31,store_4,Home,9648,0,0
2023-01-31,store_4,Beauty,6839,0,0
2023-01-31,store_5,Electronics,9418,0,0
2023-01-31,store_5,Clothing,9474,0,0
2023-01-31,store_5,Grocery,8347,0,0
2023-01-31,store_5,Home,9706,0,0
2023-01-31,store_5,Beauty,6360,0,0
2023-01-31,store_6,Electronics,12151,1,0
2023-01-31,store_6,Clothing,10516,0,0
2023-01-31,store_6,Grocery,6880,0,0
2023-01-31,store_6,Home,11486,0,0
2023-01-31,store_6,Beauty,9286,0,0
2023-01-31,store_7,Electronics,10923,0,0
2023-01-31,store_7,Clothing,8373,0,0
2023-01-31,store_7,Grocery,5916,0,0
2023-01-31,store_7,Home,15744,1,0
2023-01-31,store_7,Beauty,7828,0,0
2023-01-31,store_8,Electronics,9129,0,0
2023-01-31,store_8,Clothing,7696,0,0
2023-01-31,store_8,Grocery,4941,0,0
2023-01-31,store_8,Home,9174,0,0
2023-01-31,store_8,Beauty,10184,0,0
2023-01-31,store_9,Electronics,13302,0,0
2023-01-31,store_9,Clothing,7690,0,0
2023-01-31,store_9,Grocery,6348,0,0
2023-01-31,store_9,Home,9005,0,0
2023-01-31,store_9,Beauty,8311,0,0
2023-01-31,store_10,Electronics,12129,0,0
2023-01-31,store_10,Clothing,11119,0,0
2023-01-31,store_10,Grocery,5342,0,0
2023-01-31,store_10,Home,10133,0,0
2023-01-31,store_10,Beauty,6522,0,0
2023-02-01,store_1,Electronics,10342,0,0
2023-02-01,store_1,Clothing,12120,1,0
2023-02-01,store_1,Grocery,7830,0,0
2023-02-01,store_1,Home,13642,1,0
2023-02-01,store_1,Beauty,7844,0,0
2023-02-01,store_2,Electronics,13403,0,0
2023-02-01,store_2,Clothing,6703,0,0
2023-02-01,store_2,Grocery,6342,0,0
2023-02-01,store_2,Home,13226,1,0
2023-02-01,store_2,Beauty,8254,1,0
2023-02-01,store_3,Electronics,14326,0,0
2023-02-01,store_3,Clothing,9100,0,0
2023-02-01,store_3,Grocery,10411,1,0
2023-02-01,store_3,Home,8987,0,0
2023-02-01,store_3,Beauty,6525,0,0
2023-02-01,store_4,Electronics,13729,0,0
2023-02-01,store_4,Clothing,11701,0,0
2023-02-01,store_4,Grocery,6707,0,0
2023-02-01,store_4,Home,9199,0,0
2023-02-01,store_4,Beauty,7764,0,0
2023-02-01,store_5,Electronics,10691,0,0
2023-02-01,store_5,Clothing,9311,0,0
2023-02-01,store_5,Grocery,6813,0,0
2023-02-01,store_5,Home,14257,1,0
2023-02-01,store_5,Beauty,8391,0,0
2023-02-01,store_6,Electronics,13918,0,0
2023-02-01,store_6,Clothing,10028,0,0
2023-02-01,store_6,Grocery,6832,0,0
2023-02-01,store_6,Home,9769,0,0
2023-02-01,store_6,Beauty,7285,0,0
2023-02-01,store_7,Electronics,13058,0,0
2023-02-01,store_7,Clothing,8200,0,0
2023-02-01,store_7,Grocery,6423,0,0
2023-02-01,store_7,Home,9589,0,0
2023-02-01,store_7,Beauty,6311,0,0
2023-02-01,store_8,Electronics,10884,0,0
2023-02-01,store_8,Clothing,9319,0,0
2023-02-01,store_8,Grocery,9963,1,0
2023-02-01,store_8,Home,11525,0,0
2023-02-01,store_8,Beauty,6270,0,0
2023-02-01,store_9,Electronics,12478,0,0
2023-02-01,store_9,Clothing,11398,0,0
2023-02-01,store_9,Grocery,6714,0,0
2023-02-01,store_9,Home,13655,1,0
2023-02-01,store_9,Beauty,8283,0,0
2023-02-01,store_10,Electronics,16510,0,0
2023-02-01,store_10,Clothing,9326,0,0
2023-02-01,store_10,Grocery,8195,0,0
2023-02-01,store_10,Home,10959,0,0
2023-02-01,store_10,Beauty,6329,0,0
2023-02-02,store_1,Electronics,12676,1,0
2023-02-02,store_1,Clothing,5257,0,0
2023-02-02,store_1,Grocery,8177,1,0
2023-02-02,store_1,Home,7880,0,0
2023-02-02,store_1,Beauty,6643,0,0
2023-02-02,store_2,Electronics,17021,1,0
2023-02-02,store_2,Clothing,7958,0,0
2023-02-02,store_2,Grocery,6849,0,0
2023-02-02,store_2,Home,9532,0,0
2023-02-02,store_2,Beauty,8762,0,0
2023-02-02,store_3,Electronics,11446,0,0
2023-02-02,store_3,Clothing,10384,1,0
2023-02-02,store_3,Grocery,6907,0,0
2023-02-02,store_3,Home,8024,0,0
2023-02-02,store_3,Beauty,5545,0,0
2023-02-02,store_4,Electronics,13440,0,0
2023-02-02,store_4,Clothing,6553,0,0
2023-02-02,store_4,Grocery,5661,0,0
2023-02-02,store_4,Home,6972,0,0
2023-02-02,store_4,Beauty,5735,0,0
2023-02-02,store_5,Electronics,13173,0,0
2023-02-02,store_5,Clothing,6715,0,0
2023-02-02,store_5,Grocery,6048,0,0
2023-02-02,store_5,Home,7770,0,0
2023-02-02,store_5,Beauty,6792,1,0
2023-02-02,store_6,Electronics,11465,0,0
2023-02-02,store_6,Clothing,9812,1,0
2023-02-02,store_6,Grocery,5972,0,0
2023-02-02,store_6,Home,9862,0,0
2023-02-02,store_6,Beauty,6643,0,0
2023-02-02,store_7,Electronics,11526,0,0
2023-02-02,store_7,Clothing,6080,0,0
2023-02-02,store_7,Grocery,5816,0,0
2023-02-02,store_7,Home,7004,0,0
2023-02-02,store_7,Beauty,6002,0,0
2023-02-02,store_8,Electronics,8305,0,0
2023-02-02,store_8,Clothing,9577,0,0
2023-02-02,store_8,Grocery,7365,1,0
2023-02-02,store_8,Home,10130,0,0
2023-02-02,store_8,Beauty,5722,0,0
2023-02-02,store_9,Electronics,11344,0,0
2023-02-02,store_9,Clothing,6208,0,0
2023-02-02,store_9,Grocery,5185,0,0
2023-02-02,store_9,Home,10441,0,0
2023-02-02,store_9,Beauty,7034,0,0
2023-02-02,store_10,Electronics,11721,0,0
2023-02-02,store_10,Clothing,6993,0,0
2023-02-02,store_10,Grocery,5130,0,0
2023-02-02,store_10,Home,7271,0,0
2023-02-02,store_10,Beauty,8236,0,0
2023-02-03,store_1,Electronics,7855,0,0
2023-02-03,store_1,Clothing,6908,0,0
2023-02-03,store_1,Grocery,4864,0,0
2023-02-03,store_1,Home,7101,0,0
2023-02-03,store_1,Beauty,5614,0,0
2023-02-03,store_2,Electronics,7580,0,0
2023-02-03,store_2,Clothing,5592,0,0
2023-02-03,store_2,Grocery,5336,0,0
2023-02-03,store_2,Home,5728,0,0
2023-02-03,store_2,Beauty,8105,1,0
2023-02-03,store_3,Electronics,6152,0,0
2023-02-03,store_3,Clothing,5146,0,0
2023-02-03,store_3,Grocery,4034,0,0
2023-02-03,store_3,Home,7042,0,0
2023-02-03,store_3,Beauty,6940,0,0
2023-02-03,store_4,Electronics,12922,1,0
2023-02-03,store_4,Clothing,9277,1,0
2023-02-03,store_4,Grocery,4345,0,0
2023-02-03,store_4,Home,4805,0,0
2023-02-03,store_4,Beauty,4355,0,0
2023-02-03,store_5,Electronics,8070,0,0
2023-02-03,store_5,Clothing,4994,0,0
2023-02-03,store_5,Grocery,4063,0,0
2023-02-03,store_5,Home,6489,0,0
2023-02-03,store_5,Beauty,4622,0,0
2023-02-03,store_6,Electronics,7711,0,0
2023-02-03,store_6,Clothing,5510,0,0
2023-02-03,store_6,Grocery,5473,0,0
2023-02-03,store_6,Home,7584,0,0
2023-02-03,store_6,Beauty,4048,0,0
2023-02-03,store_7,Electronics,7476,0,0
2023-02-03,store_7,Clothing,7187,0,0
2023-02-03,store_7,Grocery,4842,0,0
2023-02-03,store_7,Home,6416,0,0
2023-02-03,store_7,Beauty,3748,0,0
2023-02-03,store_8,Electronics,9029,0,0
2023-02-03,store_8,Clothing,7138,0,0
2023-02-03,store_8,Grocery,6689,1,0
2023-02-03,store_8,Home,5622,0,0
2023-02-03,store_8,Beauty,4927,0,0
2023-02-03,store_9,Electronics,8162,0,0
2023-02-03,store_9,Clothing,5227,0,0
2023-02-03,store_9,Grocery,5363,0,0
2023-02-03,store_9,Home,7228,0,0
2023-02-03,store_9,Beauty,5226,0,0
2023-02-03,store_10,Electronics,11958,1,0
2023-02-03,store_10,Clothing,5024,0,0
2023-02-03,store_10,Grocery,5055,0,0
2023-02-03,store_10,Home,4587,0,0
2023-02-03,store_10,Beauty,5288,0,0
2023-02-04,store_1,Electronics,7613,0,0
2023-02-04,store_1,Clothing,5310,1,0
2023-02-04,store_1,Grocery,3189,0,0
2023-02-04,store_1,Home,5737,0,0
2023-02-04,store_1,Beauty,4994,0,0
2023-02-04,store_2,Electronics,6126,0,0
2023-02-04,store_2,Clothing,4039,0,0
2023-02-04,store_2,Grocery,5222,1,0
2023-02-04,store_2,Home,6435,0,0
2023-02-04,store_2,Beauty,5002,0,0
2023-02-04,store_3,Electronics,7443,0,0
2023-02-04,store_3,Clothing,4195,0,0
2023-02-04,store_3,Grocery,4000,0,0
2023-02-04,store_3,Home,5488,0,0
2023-02-04,store_3,Beauty,5128,0,0
2023-02-04,store_4,Electronics,4730,0,0
2023-02-04,store_4,Clothing,5088,0,0
2023-02-04,store_4,Grocery,3599,0,0
2023-02-04,store_4,Home,5341,0,0
2023-02-04,store_4,Beauty,3187,0,0
2023-02-04,store_5,Electronics,6708,0,0
2023-02-04,store_5,Clothing,3059,0,0
2023-02-04,store_5,Grocery,4781,0,0
2023-02-04,store_5,Home,6368,0,0
2023-02-04,store_5,Beauty,4592,0,0
2023-02-04,store_6,Electronics,6223,0,0
2023-02-04,store_6,Clothing,4216,0,0
2023-02-04,store_6,Grocery,4223,0,0
2023-02-04,store_6,Home,5547,0,0
2023-02-04,store_6,Beauty,4608,1,0
2023-02-04,store_7,Electronics,6470,0,0
2023-02-04,store_7,Clothing,4266,0,0
2023-02-04,store_7,Grocery,3439,0,0
2023-02-04,store_7,Home,7392,0,0
2023-02-04,store_7,Beauty,4084,0,0
2023-02-04,store_8,Electronics,8778,0,0
2023-02-04,store_8,Clothing,4275,0,0
2023-02-04,store_8,Grocery,4481,0,0
2023-02-04,store_8,Home,5867,0,0
2023-02-04,store_8,Beauty,4847,0,0
2023-02-04,store_9,Electronics,9630,1,0
2023-02-04,store_9,Clothing,5289,0,0
2023-02-04,store_9,Grocery,3533,0,0
2023-02-04,store_9,Home,5361,0,0
2023-02-04,store_9,Beauty,3447,0,0
2023-02-04,store_10,Electronics,7282,0,0
2023-02-04,store_10,Clothing,4090,0,0
2023-02-04,store_10,Grocery,3986,0,0
2023-02-04,store_10,Home,4394,0,0
2023-02-04,store_10,Beauty,5180,0,0
2023-02-05,store_1,Electronics,9586,0,0
2023-02-05,store_1,Clothing,4596,0,0
2023-02-05,store_1,Grocery,3570,0,0
2023-02-05,store_1,Home,5994,0,0
2023-02-05,store_1,Beauty,3819,0,0
2023-02-05,store_2,Electronics,7866,0,0
2023-02-05,store_2,Clothing,4183,0,0
2023-02-05,store_2,Grocery,4857,0,0
2023-02-05,store_2,Home,5711,0,0
2023-02-05,store_2,Beauty,4077,0,0
2023-02-05,store_3,Electronics,9400,0,0
2023-02-05,store_3,Clothing,5035,0,0
2023-02-05,store_3,Grocery,5296,0,0
2023-02-05,store_3,Home,4886,0,0
2023-02-05,store_3,Beauty,4844,0,0
2023-02-05,store_4,Electronics,9017,0,0
2023-02-05,store_4,Clothing,5913,0,0
2023-02-05,store_4,Grocery,5119,1,0
2023-02-05,store_4,Home,6401,0,0
2023-02-05,store_4,Beauty,4545,0,0
2023-02-05,store_5,Electronics,5648,0,0
2023-02-05,store_5,Clothing,6037,0,0
2023-02-05,store_5,Grocery,3987,0,0
2023-02-05,store_5,Home,5106,0,0
2023-02-05,store_5,Beauty,4576,0,0
2023-02-05,store_6,Electronics,8054,0,0
2023-02-05,store_6,Clothing,4858,0,0
2023-02-05,store_6,Grocery,3639,0,0
2023-02-05,store_6,Home,6757,1,0
2023-02-05,store_6,Beauty,4758,0,0
2023-02-05,store_7,Electronics,8917,0,0
2023-02-05,store_7,Clothing,5450,0,0
2023-02-05,store_7,Grocery,5174,0,0
2023-02-05,store_7,Home,5880,0,0
2023-02-05,store_7,Beauty,6717,1,0
2023-02-05,store_8,Electronics,7263,0,0
2023-02-05,store_8,Clothing,6058,0,0
2023-02-05,store_8,Grocery,5391,0,0
2023-02-05,store_8,Home,5746,0,0
2023-02-05,store_8,Beauty,4928,1,0
2023-02-05,store_9,Electronics,9508,0,0
2023-02-05,store_9,Clothing,4387,0,0
2023-02-05,store_9,Grocery,4086,0,0
2023-02-05,store_9,Home,6550,1,0
2023-02-05,store_9,Beauty,4183,0,0
2023-02-05,store_10,Electronics,4452,0,0
2023-02-05,store_10,Clothing,5113,0,0
2023-02-05,store_10,Grocery,5004,0,0
2023-02-05,store_10,Home,6076,0,0
2023-02-05,store_10,Beauty,4679,0,0
2023-02-06,store_1,Electronics,10877,0,0
2023-02-06,store_1,Clothing,4238,0,0
2023-02-06,store_1,Grocery,4087,0,0
2023-02-06,store_1,Home,5988,0,0
2023-02-06,store_1,Beauty,7276,0,0
2023-02-06,store_2,Electronics,11784,0,0
2023-02-06,store_2,Clothing,6520,0,0
2023-02-06,store_2,Grocery,6810,0,0
2023-02-06,store_2,Home,8299,0,0
2023-02-06,store_2,Beauty,4644,0,0
2023-02-06,store_3,Electronics,9396,0,0
2023-02-06,store_3,Clothing,6222,0,0
2023-02-06,store_3,Grocery,5380,0,0
2023-02-06,store_3,Home,9753,0,0
2023-02-06,store_3,Beauty,5849,0,0
2023-02-06,store_4,Electronics,8175,0,0
2023-02-06,store_4,Clothing,8184,0,0
2023-02-06,store_4,Grocery,4625,0,0
2023-02-06,store_4,Home,8398,0,0
2023-02-06,store_4,Beauty,6098,0,0
2023-02-06,store_5,Electronics,7798,0,0
2023-02-06,store_5,Clothing,5216,0,0
2023-02-06,store_5,Grocery,7050,0,0
2023-02-06,store_5,Home,7358,0,0
2023-02-06,store_5,Beauty,6900,0,0
2023-02-06,store_6,Electronics,8957,0,0
2023-02-06,store_6,Clothing,7950,0,0
2023-02-06,store_6,Grocery,5157,0,0
2023-02-06,store_6,Home,7596,0,0
2023-02-06,store_6,Beauty,7256,0,0
2023-02-06,store_7,Electronics,11543,0,0
2023-02-06,store_7,Clothing,10436,1,0
2023-02-06,store_7,Grocery,8958,1,0
2023-02-06,store_7,Home,8778,0,0
2023-02-06,store_7,Beauty,4877,0,0
2023-02-06,store_8,Electronics,5760,0,0
2023-02-06,store_8,Clothing,5985,0,0
2023-02-06,store_8,Grocery,5720,0,0
2023-02-06,store_8,Home,8613,0,0
2023-02-06,store_8,Beauty,6437,0,0
2023-02-06,store_9,Electronics,11414,0,0
2023-02-06,store_9,Clothing,6938,0,0
2023-02-06,store_9,Grocery,4227,0,0
2023-02-06,store_9,Home,7950,0,0
2023-02-06,store_9,Beauty,8854,1,0
2023-02-06,store_10,Electronics,11225,0,0
2023-02-06,store_10,Clothing,6276,0,0
2023-02-06,store_10,Grocery,6830,0,0
2023-02-06,store_10,Home,9171,0,0
2023-02-06,store_10,Beauty,5393,0,0
2023-02-07,store_1,Electronics,11561,0,0
2023-02-07,store_1,Clothing,8871,0,0
2023-02-07,store_1,Grocery,6044,0,0
2023-02-07,store_1,Home,10275,0,0
2023-02-07,store_1,Beauty,7693,0,0
2023-02-07,store_2,Electronics,9820,0,0
2023-02-07,store_2,Clothing,10333,0,0
2023-02-07,store_2,Grocery,5851,0,0
2023-02-07,store_2,Home,9789,0,0
2023-02-07,store_2,Beauty,8588,0,0
2023-02-07,store_3,Electronics,11498,0,0
2023-02-07,store_3,Clothing,6924,0,0
2023-02-07,store_3,Grocery,5678,0,0
2023-02-07,store_3,Home,8431,0,0
2023-02-07,store_3,Beauty,9565,0,0
2023-02-07,store_4,Electronics,11328,0,0
2023-02-07,store_4,Clothing,7660,0,0
2023-02-07,store_4,Grocery,6186,0,0
2023-02-07,store_4,Home,9231,0,0
2023-02-07,store_4,Beauty,9650,1,0
2023-02-07,store_5,Electronics,11032,0,0
2023-02-07,store_5,Clothing,10090,0,0
2023-02-07,store_5,Grocery,6651,0,0
2023-02-07,store_5,Home,7315,0,0
2023-02-07,store_5,Beauty,6436,0,0
2023-02-07,store_6,Electronics,13475,0,0
2023-02-07,store_6,Clothing,8230,0,0
2023-02-07,store_6,Grocery,8320,1,0
2023-02-07,store_6,Home,8721,0,0
2023-02-07,store_6,Beauty,7887,0,0
2023-02-07,store_7,Electronics,11768,0,0
2023-02-07,store_7,Clothing,8873,0,0
2023-02-07,store_7,Grocery,7914,0,0
2023-02-07,store_7,Home,13307,1,0
2023-02-07,store_7,Beauty,9376,1,0
2023-02-07,store_8,Electronics,11824,0,0
2023-02-07,store_8,Clothing,6763,0,0
2023-02-07,store_8,Grocery,5258,0,0
2023-02-07,store_8,Home,9880,0,0
2023-02-07,store_8,Beauty,5906,0,0
2023-02-07,store_9,Electronics,11119,0,0
2023-02-07,store_9,Clothing,7579,0,0
2023-02-07,store_9,Grocery,6516,0,0
2023-02-07,store_9,Home,9473,0,0
2023-02-07,store_9,Beauty,7485,0,0
2023-02-07,store_10,Electronics,11881,0,0
2023-02-07,store_10,Clothing,8933,1,0
2023-02-07,store_10,Grocery,9140,0,0
2023-02-07,store_10,Home,7759,0,0
2023-02-07,store_10,Beauty,8318,1,0
2023-02-08,store_1,Electronics,11048,0,0
2023-02-08,store_1,Clothing,8740,0,0
2023-02-08,store_1,Grocery,5486,0,0
2023-02-08,store_1,Home,11475,0,0
2023-02-08,store_1,Beauty,7185,0,0
2023-02-08,store_2,Electronics,10365,0,0
2023-02-08,store_2,Clothing,10687,0,0
2023-02-08,store_2,Grocery,7367,0,0
2023-02-08,store_2,Home,11501,0,0
2023-02-08,store_2,Beauty,10342,0,0
2023-02-08,store_3,Electronics,23573,1,0
2023-02-08,store_3,Clothing,10085,0,0
2023-02-08,store_3,Grocery,5877,0,0
2023-02-08,store_3,Home,10745,0,0
2023-02-08,store_3,Beauty,10772,1,0
2023-02-08,store_4,Electronics,10891,0,0
2023-02-08,store_4,Clothing,10071,0,0
2023-02-08,store_4,Grocery,12360,1,0
2023-02-08,store_4,Home,10386,0,0
2023-02-08,store_4,Beauty,6463,0,0
2023-02-08,store_5,Electronics,12774,0,0
2023-02-08,store_5,Clothing,8747,0,0
2023-02-08,store_5,Grocery,8661,0,0
2023-02-08,store_5,Home,10315,0,0
2023-02-08,store_5,Beauty,9114,0,0
2023-02-08,store_6,Electronics,11983,0,0
2023-02-08,store_6,Clothing,9790,0,0
2023-02-08,store_6,Grocery,7554,0,0
2023-02-08,store_6,Home,13666,0,0
2023-02-08,store_6,Beauty,7549,0,0
2023-02-08,store_7,Electronics,14396,0,0
2023-02-08,store_7,Clothing,8480,0,0
2023-02-08,store_7,Grocery,7801,0,0
2023-02-08,store_7,Home,11430,0,0
2023-02-08,store_7,Beauty,11208,1,0
2023-02-08,store_8,Electronics,16797,0,0
2023-02-08,store_8,Clothing,7303,0,0
2023-02-08,store_8,Grocery,9622,1,0
2023-02-08,store_8,Home,9296,0,0
2023-02-08,store_8,Beauty,9397,0,0
2023-02-08,store_9,Electronics,9471,0,0
2023-02-08,store_9,Clothing,7714,0,0
2023-02-08,store_9,Grocery,6975,0,0
2023-02-08,store_9,Home,9548,0,0
2023-02-08,store_9,Beauty,8301,0,0
2023-02-08,store_10,Electronics,10591,0,0
2023-02-08,store_10,Clothing,8185,0,0
2023-02-08,store_10,Grocery,10071,0,0
2023-02-08,store_10,Home,8632,0,0
2023-02-08,store_10,Beauty,6589,0,0
2023-02-09,store_1,Electronics,12458,0,0
2023-02-09,store_1,Clothing,8329,0,0
2023-02-09,store_1,Grocery,7867,0,0
2023-02-09,store_1,Home,11717,0,0
2023-02-09,store_1,Beauty,8903,0,0
2023-02-09,store_2,Electronics,11153,0,0
2023-02-09,store_2,Clothing,6996,0,0
2023-02-09,store_2,Grocery,6310,0,0
2023-02-09,store_2,Home,8880,0,0
2023-02-09,store_2,Beauty,6842,0,0
2023-02-09,store_3,Electronics,13000,0,0
2023-02-09,store_3,Clothing,6256,0,0
2023-02-09,store_3,Grocery,6229,0,0
2023-02-09,store_3,Home,7686,0,0
2023-02-09,store_3,Beauty,7757,0,0
2023-02-09,store_4,Electronics,9673,0,0
2023-02-09,store_4,Clothing,8605,0,0
2023-02-09,store_4,Grocery,5289,0,0
2023-02-09,store_4,Home,9683,0,0
2023-02-09,store_4,Beauty,6457,0,0
2023-02-09,store_5,Electronics,13946,0,0
2023-02-09,store_5,Clothing,9147,0,0
2023-02-09,store_5,Grocery,5818,0,0
2023-02-09,store_5,Home,13708,0,0
2023-02-09,store_5,Beauty,4742,0,0
2023-02-09,store_6,Electronics,12651,0,0
2023-02-09,store_6,Clothing,8071,0,0
2023-02-09,store_6,Grocery,5462,0,0
2023-02-09,store_6,Home,10200,0,0
2023-02-09,store_6,Beauty,8300,0,0
2023-02-09,store_7,Electronics,12756,0,0
2023-02-09,store_7,Clothing,8539,0,0
2023-02-09,store_7,Grocery,5611,0,0
2023-02-09,store_7,Home,9791,0,0
2023-02-09,store_7,Beauty,9541,1,0
2023-02-09,store_8,Electronics,11877,0,0
2023-02-09,store_8,Clothing,6371,0,0
2023-02-09,store_8,Grocery,6513,0,0
2023-02-09,store_8,Home,10825,0,0
2023-02-09,store_8,Beauty,6199,0,0
2023-02-09,store_9,Electronics,13034,1,0
2023-02-09,store_9,Clothing,6499,0,0
2023-02-09,store_9,Grocery,7224,0,0
2023-02-09,store_9,Home,8337,0,0
2023-02-09,store_9,Beauty,6730,0,0
2023-02-09,store_10,Electronics,13392,0,0
2023-02-09,store_10,Clothing,8661,0,0
2023-02-09,store_10,Grocery,6515,0,0
2023-02-09,store_10,Home,8543,0,0
2023-02-09,store_10,Beauty,6885,0,0
2023-02-10,store_1,Electronics,13618,1,0
2023-02-10,store_1,Clothing,6314,0,0
2023-02-10,store_1,Grocery,5002,0,0
2023-02-10,store_1,Home,8150,0,0
2023-02-10,store_1,Beauty,7151,1,0
2023-02-10,store_2,Electronics,10042,0,0
2023-02-10,store_2,Clothing,5588,0,0
2023-02-10,store_2,Grocery,5346,0,0
2023-02-10,store_2,Home,8237,1,0
2023-02-10,store_2,Beauty,4214,0,0
2023-02-10,store_3,Electronics,8240,0,0
2023-02-10,store_3,Clothing,6806,0,0
2023-02-10,store_3,Grocery,6580,1,0
2023-02-10,store_3,Home,8090,0,0
2023-02-10,store_3,Beauty,4965,0,0
2023-02-10,store_4,Electronics,9882,0,0
2023-02-10,store_4,Clothing,8193,1,0
2023-02-10,store_4,Grocery,4463,0,0
2023-02-10,store_4,Home,6328,0,0
2023-02-10,store_4,Beauty,5031,0,0
2023-02-10,store_5,Electronics,13109,0,0
2023-02-10,store_5,Clothing,6191,0,0
2023-02-10,store_5,Grocery,4930,0,0
2023-02-10,store_5,Home,7597,0,0
2023-02-10,store_5,Beauty,6422,0,0
2023-02-10,store_6,Electronics,7569,0,0
2023-02-10,store_6,Clothing,5909,0,0
2023-02-10,store_6,Grocery,4358,0,0
2023-02-10,store_6,Home,8663,0,0
2023-02-10,store_6,Beauty,6091,0,0
